Button105,0,15:24:29.756
Button106,0,15:24:29.756
Button107,0,15:24:29.756
Button108,0,15:24:29.756
Button109,0,15:24:29.756
Button110,0,15:24:29.756
Button111,0,15:24:29.756
Button112,0,15:24:29.756
Button113,0,15:24:29.756
Button114,0,15:24:29.756
Button115,0,15:24:29.756
Button116,0,15:24:29.756
Button117,0,15:24:29.756
Button118,0,15:24:29.756
Button119,0,15:24:29.756
Button120,0,15:24:29.756
POV/Hat,15,15:24:29.756
Y,1,15:24:29.912
Y,2,15:24:29.912
Y,1,15:24:29.912
Y,2,15:24:29.912
X,-1,15:24:29.912
Y,1,15:24:29.912
Y,2,15:24:29.912
Y,3,15:24:30.035
Y,1,15:24:30.035
X,1,15:24:30.035
X,-1,15:24:30.145
Y,2,15:24:30.145
X,-2,15:24:30.145
X,-1,15:24:30.145
Y,1,15:24:30.145
Y,2,15:24:30.145
Y,1,15:24:30.145
Y,2,15:24:30.145
Y,1,15:24:30.145
X,-3,15:24:30.269
Y,-1,15:24:30.269
X,-1,15:24:30.269
X,-4,15:24:30.269
X,-2,15:24:30.269
Button1,0,15:24:30.394
Y,-4,15:24:30.627
Y,-18,15:24:30.627
Y,-14,15:24:30.627
Y,-12,15:24:30.627
Y,-9,15:24:30.627
X,-1,15:24:30.627
Y,-8,15:24:30.627
X,-3,15:24:30.627
Y,-7,15:24:30.627
X,-2,15:24:30.627
Y,-6,15:24:30.627
X,-3,15:24:30.627
Y,-5,15:24:30.627
X,-2,15:24:30.627
Y,-7,15:24:30.753
X,-1,15:24:30.753
Y,-6,15:24:30.753
Y,-7,15:24:30.753
Y,-8,15:24:30.753
X,1,15:24:30.753
Y,-7,15:24:30.753
Y,-6,15:24:30.753
Y,-2,15:24:30.753
Y,-1,15:24:30.753
Y,-2,15:24:30.753
Y,-1,15:24:30.753
Y,-2,15:24:30.753
Y,-3,15:24:30.863
Y,-4,15:24:30.863
Y,-5,15:24:30.863
Y,-6,15:24:30.863
X,-1,15:24:30.863
X,-3,15:24:30.863
Y,-5,15:24:30.863
X,-4,15:24:30.863
Y,-6,15:24:30.863
X,-5,15:24:30.863
Y,-5,15:24:30.863
Y,-4,15:24:30.987
X,-6,15:24:30.987
Y,-5,15:24:30.987
X,-10,15:24:30.987
Y,-6,15:24:30.987
X,-6,15:24:30.987
Y,-4,15:24:30.987
Y,-3,15:24:30.987
X,-3,15:24:30.987
Y,-2,15:24:30.987
X,-6,15:24:30.987
Y,-4,15:24:30.987
X,-7,15:24:30.987
Y,-6,15:24:30.987
X,-2,15:24:30.987
Y,-2,15:24:30.987
X,-3,15:24:30.987
Y,-4,15:24:30.987
X,-2,15:24:30.987
Y,-8,15:24:30.987
X,-1,15:24:30.987
Y,-4,15:24:30.987
Y,-5,15:24:30.987
Y,-4,15:24:30.987
Y,-3,15:24:31.111
Y,-1,15:24:31.111
Y,1,15:24:31.235
X,-5,15:24:31.235
Y,3,15:24:31.235
X,-6,15:24:31.235
Y,1,15:24:31.235
X,-5,15:24:31.235
X,-4,15:24:31.235
X,-3,15:24:31.345
Button1,1,15:24:31.468
Button1,0,15:24:31.594
X,-1,15:24:32.185
X,-2,15:24:32.308
X,-3,15:24:32.308
X,-1,15:24:32.308
X,-3,15:24:32.308
Y,-1,15:24:32.308
X,-2,15:24:32.308
X,-1,15:24:32.308
X,-3,15:24:32.435
Y,-3,15:24:32.435
X,-1,15:24:32.435
Y,-2,15:24:32.435
X,-3,15:24:32.435
X,-4,15:24:32.435
X,-5,15:24:32.435
X,-7,15:24:32.435
Y,-1,15:24:32.435
X,-8,15:24:32.435
Y,-2,15:24:32.435
Y,-1,15:24:32.435
X,-7,15:24:32.435
Y,-2,15:24:32.435
X,-5,15:24:32.435
Y,-1,15:24:32.435
X,-4,15:24:32.544
X,-1,15:24:32.544
X,-2,15:24:32.544
Y,1,15:24:32.544
X,-1,15:24:32.544
X,-3,15:24:32.544
X,-2,15:24:32.544
X,-1,15:24:32.669
Y,3,15:24:32.669
Y,1,15:24:32.669
Y,3,15:24:32.669
Y,1,15:24:32.669
X,1,15:24:32.669
Y,3,15:24:32.669
Y,1,15:24:32.669
X,3,15:24:32.669
Y,2,15:24:32.669
X,2,15:24:32.669
Y,1,15:24:32.669
Y,2,15:24:32.669
X,1,15:24:32.794
Y,1,15:24:32.794
Y,2,15:24:32.794
Y,1,15:24:32.794
X,2,15:24:32.794
Y,2,15:24:32.794
X,1,15:24:32.794
Y,1,15:24:32.794
X,2,15:24:32.794
X,1,15:24:32.917
Y,-1,15:24:33.026
X,2,15:24:33.026
X,1,15:24:33.150
X,2,15:24:33.273
X,1,15:24:33.273
X,2,15:24:33.273
X,3,15:24:33.273
Y,1,15:24:33.273
X,2,15:24:33.273
X,1,15:24:33.273
X,2,15:24:33.273
X,1,15:24:33.273
X,2,15:24:33.273
X,1,15:24:33.273
Y,2,15:24:33.383
X,2,15:24:33.383
Y,1,15:24:33.383
X,3,15:24:33.383
Y,2,15:24:33.383
X,4,15:24:33.383
Y,1,15:24:33.383
X,7,15:24:33.383
X,4,15:24:33.383
X,2,15:24:33.383
X,1,15:24:33.383
X,2,15:24:33.509
X,4,15:24:33.509
X,2,15:24:33.509
X,1,15:24:33.509
X,2,15:24:33.756
X,7,15:24:33.756
Y,2,15:24:33.756
X,6,15:24:33.756
X,7,15:24:33.756
X,8,15:24:33.756
Y,3,15:24:33.756
X,9,15:24:33.756
X,8,15:24:33.756
Y,2,15:24:33.756
X,10,15:24:33.756
Y,3,15:24:33.756
X,9,15:24:33.756
X,8,15:24:33.866
Y,4,15:24:33.866
X,7,15:24:33.866
Y,3,15:24:33.866
X,8,15:24:33.866
Y,4,15:24:33.866
Y,3,15:24:33.866
X,10,15:24:33.866
X,9,15:24:33.866
Y,4,15:24:33.866
X,11,15:24:33.866
Y,2,15:24:33.866
Y,3,15:24:33.866
Y,2,15:24:33.866
X,15,15:24:33.866
X,5,15:24:33.992
Y,1,15:24:33.992
X,7,15:24:33.992
X,6,15:24:33.992
X,5,15:24:33.992
Y,2,15:24:34.826
Y,1,15:24:34.826
Y,2,15:24:34.826
X,-1,15:24:34.826
Y,3,15:24:34.826
Y,2,15:24:34.826
Y,3,15:24:34.950
Y,2,15:24:34.950
Y,3,15:24:34.950
Y,4,15:24:34.950
Y,3,15:24:34.950
Y,4,15:24:34.950
Y,3,15:24:34.950
Y,6,15:24:34.950
Y,3,15:24:34.950
Y,2,15:24:34.950
Y,1,15:24:35.073
Y,2,15:24:35.073
Y,1,15:24:35.073
Y,2,15:24:35.073
Y,1,15:24:35.073
Y,2,15:24:35.073
Y,1,15:24:35.073
Y,2,15:24:35.073
Y,1,15:24:35.073
Y,2,15:24:35.434
Y,1,15:24:35.434
Y,2,15:24:35.434
Y,3,15:24:35.434
Y,2,15:24:35.434
Y,3,15:24:35.434
Y,2,15:24:35.434
Y,5,15:24:35.434
Y,3,15:24:35.434
Y,2,15:24:35.434
Y,3,15:24:35.434
Y,2,15:24:35.545
Y,3,15:24:35.545
Y,2,15:24:35.545
Y,4,15:24:35.545
Y,5,15:24:35.545
Y,6,15:24:35.545
Y,5,15:24:35.545
Y,6,15:24:35.545
Y,4,15:24:35.545
Y,3,15:24:35.545
Y,4,15:24:35.545
Y,3,15:24:35.545
Y,2,15:24:35.670
Y,3,15:24:36.026
Y,2,15:24:36.026
Y,3,15:24:36.150
X,1,15:24:36.150
X,2,15:24:36.150
X,3,15:24:36.150
X,2,15:24:36.150
Y,4,15:24:36.150
X,3,15:24:36.150
Y,5,15:24:36.150
X,2,15:24:36.150
Y,3,15:24:36.150
X,3,15:24:36.150
Y,4,15:24:36.150
X,2,15:24:36.150
X,1,15:24:36.150
Y,3,15:24:36.150
Y,4,15:24:36.150
Y,3,15:24:36.150
X,2,15:24:36.273
X,6,15:24:36.273
Y,6,15:24:36.273
X,7,15:24:36.273
Y,3,15:24:36.273
X,8,15:24:36.273
Y,4,15:24:36.273
X,9,15:24:36.273
X,11,15:24:36.273
Y,3,15:24:36.273
X,12,15:24:36.273
X,10,15:24:36.273
X,11,15:24:36.273
X,10,15:24:36.273
X,9,15:24:36.273
X,10,15:24:36.273
Y,2,15:24:36.273
X,11,15:24:36.273
X,12,15:24:36.397
X,18,15:24:36.397
Y,1,15:24:36.397
X,14,15:24:36.397
X,16,15:24:36.397
X,17,15:24:36.397
Y,-3,15:24:36.397
X,16,15:24:36.397
X,14,15:24:36.397
Y,-5,15:24:36.397
X,12,15:24:36.397
X,10,15:24:36.397
X,8,15:24:36.397
Y,-4,15:24:36.397
X,3,15:24:36.397
Y,-2,15:24:36.397
X,6,15:24:36.397
Y,-4,15:24:36.397
Y,1,15:24:36.754
Y,3,15:24:36.754
Y,4,15:24:36.754
X,4,15:24:36.754
X,13,15:24:36.754
Y,6,15:24:36.754
X,15,15:24:36.754
Y,2,15:24:36.754
X,18,15:24:36.754
Y,3,15:24:36.754
X,20,15:24:36.754
Y,2,15:24:36.754
X,21,15:24:36.754
Y,3,15:24:36.754
X,20,15:24:36.754
X,18,15:24:36.754
X,16,15:24:36.754
Y,4,15:24:36.754
X,15,15:24:36.754
Y,3,15:24:36.754
X,13,15:24:36.754
X,11,15:24:36.754
Y,4,15:24:36.754
X,9,15:24:36.754
X,8,15:24:36.864
Y,3,15:24:36.864
Y,4,15:24:36.864
X,11,15:24:36.864
Y,2,15:24:36.864
X,15,15:24:36.864
Y,1,15:24:36.864
X,19,15:24:36.864
X,22,15:24:36.864
X,24,15:24:36.864
X,23,15:24:36.864
X,20,15:24:36.864
X,17,15:24:36.864
X,12,15:24:36.864
Y,-1,15:24:36.864
X,8,15:24:36.864
X,5,15:24:36.987
X,4,15:24:36.987
X,1,15:24:37.233
X,8,15:24:37.233
Y,3,15:24:37.233
X,3,15:24:37.233
Y,1,15:24:37.233
X,7,15:24:37.233
Y,3,15:24:37.233
X,12,15:24:37.233
Y,4,15:24:37.233
X,9,15:24:37.233
Y,2,15:24:37.233
X,10,15:24:37.233
Y,1,15:24:37.233
X,12,15:24:37.233
Y,2,15:24:37.233
Y,1,15:24:37.343
X,14,15:24:37.343
X,15,15:24:37.343
X,16,15:24:37.343
X,18,15:24:37.343
X,20,15:24:37.343
X,21,15:24:37.343
X,22,15:24:37.343
X,20,15:24:37.343
X,18,15:24:37.343
Y,-1,15:24:37.343
X,16,15:24:37.343
X,12,15:24:37.343
X,9,15:24:37.343
X,6,15:24:37.468
X,5,15:24:37.468
Y,-2,15:24:37.468
X,1,15:24:37.468
Y,-3,15:24:37.468
Y,-1,15:24:37.468
X,3,15:24:37.703
X,5,15:24:37.703
X,6,15:24:37.703
X,7,15:24:37.703
X,6,15:24:37.703
X,9,15:24:37.703
X,2,15:24:37.703
X,5,15:24:37.703
X,3,15:24:37.703
X,2,15:24:37.703
X,5,15:24:37.703
X,6,15:24:37.826
X,7,15:24:37.826
X,8,15:24:37.826
X,7,15:24:37.826
X,8,15:24:37.826
X,7,15:24:37.826
X,6,15:24:37.826
X,5,15:24:37.826
X,4,15:24:37.826
X,1,15:24:37.826
X,2,15:24:37.950
X,1,15:24:37.950
X,-1,15:24:38.077
X,-3,15:24:38.077
X,-2,15:24:38.077
Y,1,15:24:38.077
X,-1,15:24:38.077
X,-3,15:24:38.545
X,-5,15:24:38.545
X,-6,15:24:38.545
X,-4,15:24:38.545
X,-5,15:24:38.668
X,-2,15:24:38.668
X,-1,15:24:38.668
X,1,15:24:38.794
X,2,15:24:38.794
X,3,15:24:38.794
X,4,15:24:38.794
X,3,15:24:38.794
X,4,15:24:38.794
Y,-1,15:24:38.794
X,2,15:24:38.794
X,1,15:24:38.794
X,2,15:24:38.794
X,1,15:24:38.794
X,2,15:24:38.794
Y,-2,15:24:38.794
X,3,15:24:38.918
X,4,15:24:38.918
X,6,15:24:38.918
Y,-3,15:24:38.918
X,4,15:24:38.918
Y,-2,15:24:38.918
X,2,15:24:38.918
Y,-1,15:24:38.918
Y,-2,15:24:38.918
X,1,15:24:38.918
X,-1,15:24:38.918
Y,-1,15:24:38.918
Y,-2,15:24:39.384
Y,-1,15:24:39.384
Y,-3,15:24:39.508
Y,-4,15:24:39.508
Y,-5,15:24:39.508
Y,-6,15:24:39.508
Y,-4,15:24:39.508
X,-3,15:24:39.508
Y,-5,15:24:39.508
X,-2,15:24:39.508
Y,-4,15:24:39.508
X,-4,15:24:39.508
Y,-3,15:24:39.508
Y,-2,15:24:39.508
Y,-3,15:24:39.508
X,-3,15:24:39.508
Y,-2,15:24:39.508
X,-4,15:24:39.508
Y,-3,15:24:39.508
Y,-2,15:24:39.635
Y,-3,15:24:39.635
X,-3,15:24:39.635
Y,-2,15:24:39.635
X,-4,15:24:39.635
X,-2,15:24:39.635
Y,-1,15:24:39.635
X,-1,15:24:39.635
X,-2,15:24:39.635
X,-1,15:24:39.635
X,-2,15:24:39.635
X,-1,15:24:39.635
Y,-2,15:24:39.743
Y,-1,15:24:39.743
Y,-2,15:24:39.865
Y,-1,15:24:39.865
X,-2,15:24:39.989
X,-1,15:24:39.989
X,-2,15:24:39.989
X,-1,15:24:39.989
Button1,1,15:24:40.596
Button1,0,15:24:40.705
X,1,15:24:43.350
Y,-2,15:24:43.350
X,3,15:24:43.350
Y,-3,15:24:43.350
Y,-4,15:24:43.350
X,1,15:24:43.350
Y,-5,15:24:43.350
Y,-4,15:24:43.476
Y,-5,15:24:43.476
Y,-6,15:24:43.476
Y,-2,15:24:43.476
Y,-3,15:24:43.476
Y,-2,15:24:43.476
Y,-3,15:24:43.476
X,2,15:24:43.476
X,3,15:24:43.476
Y,-4,15:24:43.476
X,2,15:24:43.476
X,4,15:24:43.476
X,3,15:24:43.476
X,4,15:24:43.583
Y,-5,15:24:43.583
X,5,15:24:43.583
Y,-8,15:24:43.583
X,2,15:24:43.583
Y,-5,15:24:43.583
Y,-6,15:24:43.583
X,1,15:24:43.583
Y,-5,15:24:43.583
Y,-6,15:24:43.583
Y,-5,15:24:43.583
Y,-4,15:24:43.707
Y,-5,15:24:43.707
Y,-3,15:24:43.707
Y,-4,15:24:43.707
X,-1,15:24:43.707
Y,-3,15:24:43.707
Y,-4,15:24:43.707
X,-2,15:24:43.707
Y,-6,15:24:43.707
Y,-4,15:24:43.707
X,-1,15:24:43.832
Y,-5,15:24:43.832
Y,-4,15:24:43.832
Y,-5,15:24:43.832
Y,-4,15:24:43.832
Y,-3,15:24:43.832
Y,-4,15:24:43.832
Y,-3,15:24:43.832
Y,-2,15:24:43.832
Y,-1,15:24:43.832
Y,-5,15:24:44.067
Y,-6,15:24:44.191
X,1,15:24:44.191
Y,-7,15:24:44.191
Y,-8,15:24:44.191
X,3,15:24:44.191
X,2,15:24:44.191
Y,-9,15:24:44.191
X,3,15:24:44.191
Y,-7,15:24:44.191
Y,-5,15:24:44.191
X,4,15:24:44.191
Y,-6,15:24:44.191
X,1,15:24:44.191
Y,-4,15:24:44.191
Y,-2,15:24:44.191
Y,-3,15:24:44.191
Y,-2,15:24:44.191
Y,-1,15:24:44.191
X,-1,15:24:44.191
Y,-2,15:24:44.191
X,-2,15:24:44.191
Y,-3,15:24:44.191
Y,-2,15:24:44.318
X,-3,15:24:44.318
Y,-3,15:24:44.318
X,-2,15:24:44.318
Y,-2,15:24:44.318
X,-1,15:24:44.318
